,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
25570,5,5,5,5,5,5,3,3
25571,8,8,8,8,8,8,8,0
25572,1,1,1,1,1,1,1,1
25573,2,2,2,2,2,2,2,2
25574,9,9,9,9,9,9,9,9
25575,6,6,2,6,6,6,2,2
25576,3,3,3,3,3,3,3,3
25577,0,0,0,0,0,0,0,0
25578,8,8,8,8,8,8,8,8
25579,6,6,6,6,6,6,6,6
25580,0,0,0,0,0,0,0,0
25581,7,7,7,7,7,7,7,7
25582,7,7,7,7,7,7,7,7
25583,2,2,2,2,2,2,2,2
25584,7,7,7,7,7,7,7,7
25585,6,6,6,6,6,6,6,6
25586,6,6,6,6,6,6,6,6
25587,1,1,1,1,1,1,1,1
25588,3,3,3,3,3,3,3,3
25589,2,2,2,2,2,2,2,2
25590,6,6,6,6,6,6,6,6
25591,0,0,0,0,0,0,0,0
25592,5,5,5,5,5,5,5,5
25593,6,6,6,6,6,6,6,6
25594,4,4,4,4,4,4,4,4
25595,2,2,2,2,2,2,2,2
25596,1,1,1,1,1,1,1,1
25597,3,3,3,3,3,3,3,3
25598,4,4,4,4,4,4,4,4
25599,3,2,3,3,3,3,3,6
25600,3,3,3,3,3,3,3,3
25601,3,3,3,3,3,3,3,3
25602,2,2,2,2,2,2,2,2
25603,7,7,7,7,7,7,7,7
25604,0,0,0,0,0,0,0,0
25605,1,1,1,1,1,1,1,1
25606,5,5,5,5,5,5,5,5
25607,1,1,1,1,1,1,1,1
25608,0,0,0,0,0,0,0,0
25609,9,9,9,9,9,9,9,9
25610,7,7,7,7,7,7,7,7
25611,5,5,5,5,5,5,3,3
25612,4,4,4,4,4,4,4,4
25613,4,7,4,4,4,4,4,4
25614,7,7,7,7,7,7,7,7
25615,1,1,1,1,1,1,1,1
25616,4,4,4,4,4,4,4,4
25617,0,0,0,0,0,0,0,0
25618,8,8,8,8,8,8,8,8
25619,6,6,6,6,6,6,6,6
25620,6,6,6,6,6,6,6,6
25621,7,7,7,7,7,7,7,3
25622,6,6,6,6,6,6,6,6
25623,2,2,2,2,2,2,2,2
25624,4,4,4,4,4,4,4,4
25625,7,7,7,7,7,7,7,7
25626,3,3,3,3,3,3,3,4
25627,0,0,0,0,0,0,0,0
25628,7,7,7,7,7,7,7,7
25629,8,8,8,8,8,8,8,8
25630,7,7,7,7,7,7,7,7
25631,7,7,7,7,7,7,7,5
25632,5,5,5,5,5,5,5,5
25633,2,2,2,2,2,2,2,2
25634,1,1,1,1,1,1,1,1
25635,1,1,1,1,1,1,1,1
25636,2,2,2,2,2,2,2,2
25637,8,8,8,8,8,8,8,8
25638,0,0,0,0,0,0,0,0
25639,2,2,2,2,2,2,2,2
25640,4,4,4,4,4,4,4,4
25641,1,1,1,1,1,1,1,1
25642,8,8,8,8,8,8,8,8
25643,9,9,9,9,9,9,9,9
25644,3,3,3,3,3,3,3,3
25645,7,7,7,7,7,7,5,5
25646,3,3,3,3,3,3,3,3
25647,3,3,3,3,3,3,3,3
25648,5,5,5,5,5,5,5,5
25649,2,2,2,2,2,2,2,2
25650,7,7,7,7,7,7,7,7
25651,7,7,7,7,7,7,7,7
25652,5,5,5,5,5,5,5,5
25653,1,1,1,1,1,1,1,1
25654,9,9,9,9,9,9,9,9
25655,0,0,0,0,0,0,0,0
25656,2,2,2,2,2,2,2,2
25657,8,8,8,8,8,8,8,8
25658,0,0,0,0,0,0,0,0
25659,5,5,5,5,5,5,5,5
25660,9,1,9,9,9,9,1,1
25661,3,3,3,3,3,3,3,3
25662,6,6,6,6,6,6,6,6
25663,2,0,2,2,2,2,0,3
25664,7,7,7,7,7,7,7,7
25665,5,5,5,5,5,5,5,5
25666,6,6,6,6,6,6,6,6
25667,7,7,7,7,7,7,7,7
25668,8,8,8,8,8,8,8,8
25669,4,4,4,4,4,4,4,4
25670,5,4,5,5,5,5,5,5
25671,9,9,9,9,9,9,9,9
25672,5,3,5,5,5,5,3,3
25673,6,6,6,6,6,6,6,6
25674,0,0,0,0,0,0,0,0
25675,3,3,3,3,3,3,3,3
25676,4,4,4,4,4,4,4,4
25677,7,7,7,7,7,7,7,7
25678,4,4,4,4,4,4,4,4
25679,6,6,6,6,6,6,6,6
25680,8,8,8,8,8,8,8,8
25681,3,3,3,3,3,3,3,3
25682,0,0,0,0,0,0,0,0
25683,1,4,1,1,1,1,3,3
25684,6,6,6,6,6,6,6,6
25685,3,5,3,3,3,3,3,3
25686,2,0,2,2,2,2,0,0
25687,2,2,2,2,2,2,2,2
25688,1,1,1,1,1,1,1,1
25689,8,8,8,8,8,8,8,8
25690,8,8,8,8,8,8,8,8
25691,5,5,5,5,5,5,5,5
25692,6,6,6,6,6,6,6,6
25693,5,5,3,5,5,3,3,5
25694,8,8,8,8,8,8,8,8
25695,5,5,5,5,5,5,5,5
25696,3,3,3,3,3,3,3,3
25697,5,9,5,5,5,3,3,3
25698,8,8,8,8,8,8,8,8
25699,0,0,0,0,0,0,6,6
25700,9,9,9,9,9,9,9,9
25701,3,3,3,3,3,3,3,3
25702,1,1,1,1,1,1,1,1
25703,9,9,9,9,9,9,9,9
25704,1,1,1,1,1,1,1,1
25705,3,3,3,3,3,3,3,3
25706,4,4,4,4,4,4,4,4
25707,5,5,5,5,5,5,5,5
25708,8,8,8,8,8,8,8,8
25709,5,4,5,5,5,5,3,3
25710,0,0,0,0,0,0,0,0
25711,6,3,6,6,6,6,3,3
25712,6,6,6,6,6,6,3,3
25713,9,9,9,9,9,9,9,9
25714,0,0,0,0,0,0,0,0
25715,9,9,9,9,9,9,9,9
25716,1,1,1,1,1,1,1,1
25717,4,4,4,4,4,4,4,4
25718,4,4,4,4,4,4,4,4
25719,3,3,3,3,3,3,3,3
25720,0,0,0,0,0,0,0,0
25721,9,9,9,9,9,9,9,9
25722,8,8,8,8,8,8,8,8
25723,7,7,7,7,7,7,7,7
25724,2,2,2,2,2,2,2,2
25725,9,9,9,9,9,9,9,9
25726,3,6,3,3,3,6,6,6
25727,2,2,2,2,2,2,2,2
25728,7,7,7,7,7,7,3,7
25729,3,3,3,3,3,3,3,3
25730,7,7,7,7,7,7,7,5
25731,8,8,8,8,8,8,8,8
25732,9,9,9,9,9,9,9,9
25733,0,0,0,0,0,0,0,0
25734,8,8,8,8,8,8,8,8
25735,0,0,0,0,0,0,0,0
25736,5,5,5,5,5,5,5,5
25737,4,4,4,4,4,4,4,4
25738,3,3,3,3,3,3,3,3
25739,8,8,8,8,8,8,8,8
25740,0,0,0,0,0,0,0,0
25741,7,7,7,7,7,7,7,7
25742,0,0,0,0,0,0,0,0
25743,2,2,2,2,2,2,2,2
25744,3,3,3,3,3,3,3,3
25745,0,0,0,0,0,0,0,0
25746,1,1,1,1,1,1,1,1
25747,1,1,1,1,1,1,1,1
25748,5,5,5,5,5,5,5,5
25749,6,6,6,6,6,6,6,6
25750,2,2,2,2,2,2,2,2
25751,6,2,6,6,6,6,6,6
25752,2,6,2,2,2,6,6,6
25753,1,1,1,1,1,1,1,1
25754,3,3,3,3,3,3,3,3
25755,2,2,2,2,2,2,2,2
25756,8,8,8,8,8,8,8,8
25757,4,4,4,4,4,4,4,4
25758,3,3,3,3,3,3,3,3
25759,3,5,5,3,3,3,5,5
25760,7,7,7,7,7,7,7,7
25761,3,3,3,3,3,3,3,3
25762,7,7,7,7,7,7,7,7
25763,3,3,3,3,3,3,3,3
25764,6,6,6,6,6,6,6,6
25765,8,8,8,8,8,8,8,8
25766,0,0,0,0,0,9,9,9
25767,1,1,1,1,1,1,1,1
25768,6,6,6,6,6,6,6,6
25769,4,4,4,4,4,4,4,4
25770,1,1,1,1,1,1,1,1
25771,9,9,9,9,9,9,9,9
25772,4,6,4,4,4,6,2,6
25773,8,8,8,8,8,8,8,8
25774,7,7,7,7,7,7,7,7
25775,8,8,8,8,8,8,8,8
25776,6,6,6,6,6,6,6,6
25777,9,9,9,9,9,9,9,9
25778,2,2,2,2,2,2,2,3
25779,5,5,5,5,5,5,3,3
25780,4,4,4,4,4,4,3,3
25781,9,9,9,9,9,9,9,9
25782,3,3,3,3,3,3,3,3
25783,5,5,5,5,5,5,5,5
25784,4,4,4,4,4,4,4,4
25785,0,0,0,0,0,0,0,0
25786,5,3,5,5,5,3,3,3
25787,0,0,0,0,0,0,0,0
25788,1,1,1,1,1,1,1,1
25789,7,7,7,7,7,7,7,7
25790,3,3,3,3,3,3,3,5
25791,0,0,0,0,0,0,9,0
25792,6,6,6,6,6,6,6,3
25793,7,5,7,7,7,7,7,5
25794,7,7,7,7,7,7,5,5
25795,8,8,8,8,8,8,8,8
25796,4,4,4,4,4,4,4,4
25797,3,3,3,3,3,3,3,3
25798,8,8,8,8,8,8,0,8
25799,1,1,1,1,1,1,1,1
25800,4,4,4,4,4,4,6,4
25801,9,9,9,9,9,9,9,9
25802,4,4,4,4,4,4,4,4
25803,6,6,6,6,6,6,6,6
25804,8,8,8,8,8,8,8,8
25805,9,9,9,9,9,9,9,9
25806,8,8,8,8,8,8,8,8
25807,2,2,2,2,2,2,2,2
25808,0,0,0,0,0,0,0,0
25809,3,3,3,3,3,3,3,3
25810,9,9,9,9,9,9,9,9
25811,2,2,2,2,2,2,2,2
25812,0,0,0,0,0,0,0,0
25813,5,5,5,5,5,5,5,5
25814,4,4,4,4,4,4,4,4
25815,2,2,2,2,2,2,2,2
25816,5,5,5,5,5,5,5,5
25817,1,1,1,1,1,1,1,1
25818,9,9,9,9,9,9,9,9
25819,8,8,8,8,8,8,8,8
25820,9,9,9,9,9,9,9,9
25821,4,4,4,4,4,6,6,6
25822,3,3,3,3,3,3,3,3
25823,4,4,4,4,4,4,3,3
25824,8,8,8,8,8,8,8,8
25825,7,7,7,7,7,7,7,7
25826,6,6,6,6,6,6,6,6
25827,1,1,1,1,1,1,1,1
25828,8,8,8,8,8,8,0,0
25829,4,4,4,4,4,4,4,4
25830,4,4,4,4,4,4,4,4
25831,8,8,8,8,8,8,8,8
25832,8,8,8,8,8,8,0,0
25833,8,8,8,8,8,8,8,8
25834,4,4,4,4,4,4,4,4
25835,9,9,9,9,9,9,9,9
25836,3,3,3,3,3,3,3,3
25837,2,2,2,2,2,2,2,2
25838,6,6,6,6,6,6,6,6
25839,8,0,8,8,8,8,0,0
25840,9,9,9,9,9,9,3,3
25841,1,1,1,1,1,1,0,0
25842,6,6,6,6,6,6,6,6
25843,8,8,8,8,8,8,8,8
25844,9,9,9,9,9,9,9,9
25845,9,9,9,9,9,9,9,9
25846,4,4,4,4,4,4,4,4
25847,8,8,8,8,8,8,0,3
25848,7,7,7,7,7,7,7,7
25849,8,8,8,8,8,8,8,8
25850,5,5,5,5,5,5,5,5
25851,0,8,0,0,0,8,8,8
25852,3,3,3,3,3,3,3,3
25853,0,0,0,0,0,0,3,0
25854,2,2,2,2,2,2,2,2
25855,0,0,0,0,0,0,0,0
25856,7,7,7,7,7,7,7,7
25857,1,1,1,1,1,1,9,9
25858,0,0,0,0,0,0,0,0
25859,6,6,6,6,6,6,3,3
25860,3,3,3,3,3,3,3,3
25861,4,4,4,4,4,4,4,4
25862,4,4,4,4,4,4,4,4
25863,0,0,0,0,0,0,0,0
25864,1,1,1,1,1,1,1,1
25865,8,8,8,8,8,8,8,8
25866,6,4,6,6,6,6,4,4
25867,1,1,1,1,1,1,0,0
25868,7,7,7,7,7,7,7,7
25869,1,1,1,1,1,1,1,1
25870,2,2,2,2,2,2,2,2
25871,9,9,9,9,9,9,9,9
25872,5,5,5,5,5,5,5,5
25873,5,5,5,5,5,5,5,5
25874,0,0,0,0,0,0,0,0
25875,3,3,3,3,3,3,3,3
25876,6,6,6,6,6,6,6,6
25877,1,1,1,1,1,1,1,1
25878,6,6,6,6,6,6,6,6
25879,6,6,6,6,6,6,6,6
25880,1,1,1,1,1,1,1,1
25881,6,4,6,6,6,6,6,6
25882,4,4,4,4,4,4,4,4
25883,4,4,4,4,4,4,4,4
25884,8,8,8,8,8,8,8,8
25885,6,6,6,6,6,6,3,3
25886,7,7,7,7,7,7,7,7
25887,4,4,4,4,4,4,4,4
25888,2,2,2,2,2,2,2,2
25889,8,8,8,8,8,8,8,8
25890,4,4,4,4,4,4,4,4
25891,8,8,8,8,8,8,8,8
25892,7,7,7,7,7,7,7,7
25893,8,8,8,8,8,8,8,8
25894,8,8,8,8,8,8,8,8
25895,0,0,0,0,0,0,0,0
25896,7,7,7,7,7,7,7,7
25897,4,4,4,4,4,4,4,4
25898,5,5,5,5,5,5,5,3
25899,1,1,1,1,1,1,1,1
25900,3,3,5,3,3,3,3,3
25901,9,9,1,9,9,9,9,9
25902,6,6,6,6,6,6,6,6
25903,6,2,2,6,6,2,2,2
25904,3,3,3,3,3,3,3,3
25905,4,4,4,4,4,4,4,4
25906,0,0,0,0,0,0,0,0
25907,7,7,7,7,7,7,7,7
25908,7,7,7,7,7,7,7,7
25909,3,3,3,3,3,3,2,2
25910,0,0,0,0,0,0,0,0
25911,8,8,8,8,8,8,8,8
25912,2,2,2,2,2,2,2,2
25913,9,9,9,9,9,9,9,9
25914,6,6,6,6,6,6,6,6
25915,8,8,8,8,8,8,8,8
25916,4,4,4,4,4,4,4,4
25917,9,9,9,9,9,9,9,9
25918,4,4,4,4,4,4,4,4
25919,8,8,8,8,8,8,8,8
25920,6,4,6,6,6,6,5,5
25921,2,2,2,2,2,2,2,2
25922,0,0,0,0,0,0,0,0
25923,4,4,4,4,4,4,4,4
25924,8,8,8,8,8,8,8,8
25925,8,8,8,8,8,8,8,8
25926,8,8,8,8,8,8,8,8
25927,5,5,5,5,5,5,5,5
25928,0,0,0,0,0,0,0,0
25929,7,4,4,7,7,4,7,7
25930,8,8,8,8,8,8,8,8
25931,2,2,2,2,2,2,2,2
25932,5,5,5,5,5,5,5,5
25933,0,0,0,0,0,0,0,0
25934,1,1,1,1,1,1,1,1
25935,2,2,2,2,2,2,2,2
25936,0,0,0,0,0,0,0,0
25937,9,9,9,9,9,9,9,9
25938,9,9,9,9,9,9,9,9
25939,1,1,1,1,1,1,1,1
25940,7,7,7,7,7,7,7,7
25941,1,1,1,1,1,1,3,3
25942,1,1,1,1,1,1,1,1
25943,6,6,6,6,6,6,6,6
25944,6,6,6,6,6,6,6,6
25945,7,7,7,7,7,7,7,7
25946,5,5,5,5,5,5,5,5
25947,3,3,3,3,3,3,3,3
25948,4,4,4,4,4,4,4,4
25949,4,4,4,4,4,4,3,3
25950,5,5,5,5,5,5,5,5
25951,0,0,0,0,0,0,0,0
25952,9,9,9,9,9,9,9,9
25953,5,5,5,5,5,5,5,5
25954,0,0,0,0,0,0,0,0
25955,6,6,6,6,6,6,2,6
25956,0,0,0,0,0,0,0,8
25957,0,0,0,0,0,0,0,0
25958,5,5,5,5,5,5,5,5
25959,2,2,2,2,2,2,2,2
25960,6,6,6,6,6,6,6,6
25961,9,9,9,9,9,9,9,9
25962,1,1,1,1,1,1,1,1
25963,4,4,4,4,4,4,4,4
25964,7,7,7,7,7,7,7,7
25965,6,6,6,6,6,6,6,6
25966,5,0,5,5,5,5,0,0
25967,3,3,3,3,3,3,3,3
25968,4,4,5,4,4,4,5,7
25969,2,2,2,2,2,2,2,2
25970,9,9,9,9,9,9,9,9
25971,6,6,6,6,6,6,6,6
25972,3,3,3,3,3,3,3,3
25973,7,7,7,7,7,7,5,5
25974,5,5,5,5,5,5,5,5
25975,5,5,5,5,5,5,5,5
25976,0,0,0,0,0,0,0,0
25977,1,1,1,1,1,1,1,1
25978,9,9,9,9,9,9,9,9
25979,1,1,1,1,1,1,1,1
25980,5,5,5,5,5,5,5,5
25981,5,5,5,5,5,5,7,5
25982,8,8,8,8,8,8,8,8
25983,3,3,3,3,3,3,5,3
25984,5,5,5,5,5,5,5,5
25985,2,2,2,2,2,2,2,2
25986,7,7,7,7,7,7,7,7
25987,0,0,0,0,0,0,0,0
25988,1,1,1,1,1,1,1,1
25989,1,1,1,1,1,1,1,1
25990,4,4,4,4,4,4,4,4
25991,4,4,4,4,4,4,4,4
25992,3,3,3,3,3,3,0,3
25993,4,4,4,4,4,4,4,4
25994,1,1,1,1,1,1,1,1
25995,7,7,7,7,7,7,7,7
25996,4,4,4,4,4,4,4,4
25997,9,9,9,9,9,9,9,9
25998,5,7,5,5,5,5,7,5
25999,0,0,0,0,0,0,0,0
26000,8,8,8,8,8,8,8,8
26001,8,8,8,8,8,8,8,8
26002,4,4,4,4,4,4,3,3
26003,9,9,9,9,9,9,9,9
26004,5,5,5,5,5,5,5,5
26005,0,0,0,0,0,0,0,0
26006,5,5,5,5,5,5,5,5
26007,2,2,2,2,2,2,2,2
26008,7,7,7,7,7,7,7,7
26009,5,3,5,5,5,5,3,3
26010,7,7,7,7,7,7,7,7
26011,8,8,8,8,8,8,8,8
26012,9,0,9,9,9,9,0,0
26013,0,0,0,0,0,0,0,0
26014,0,0,0,0,0,0,0,0
26015,5,5,5,5,5,5,5,5
26016,8,8,8,8,8,8,8,8
26017,4,4,7,4,4,4,7,7
26018,9,9,9,9,9,9,9,9
26019,0,0,0,0,0,0,0,0
26020,3,3,3,3,3,3,3,3
26021,8,8,8,8,8,8,8,8
26022,0,0,0,0,0,0,0,0
26023,3,3,3,3,3,3,3,3
26024,3,3,3,3,3,3,3,3
26025,6,6,6,6,6,6,6,6
26026,2,2,2,2,2,2,2,2
26027,9,9,9,9,9,9,9,9
26028,1,1,1,1,1,1,9,9
26029,8,8,8,8,8,8,8,8
26030,0,0,0,0,0,0,0,0
26031,2,2,2,2,2,2,2,2
26032,4,4,4,4,4,4,4,4
26033,9,9,9,9,9,9,9,9
26034,2,2,2,2,2,2,2,2
26035,3,3,3,3,3,3,4,4
26036,6,6,6,6,6,6,6,6
26037,9,9,9,9,9,9,9,9
26038,3,3,3,3,3,3,3,3
26039,3,3,3,3,3,3,3,3
26040,8,8,8,8,8,8,8,8
26041,8,8,8,8,8,8,8,8
26042,4,4,4,4,4,4,4,4
26043,0,0,0,0,0,0,0,0
26044,1,1,1,1,1,1,1,1
26045,2,2,4,2,2,4,4,4
26046,6,6,6,6,6,6,6,6
26047,5,5,5,5,5,5,5,5
26048,3,3,3,3,3,3,3,3
26049,3,3,3,3,3,3,3,3
26050,1,9,1,1,1,1,9,9
26051,4,4,4,4,4,4,3,3
26052,8,8,8,8,8,8,8,8
26053,3,3,3,3,3,3,3,3
26054,4,4,4,4,4,4,4,4
26055,1,1,1,1,1,1,1,1
26056,7,7,7,7,7,7,7,7
26057,3,3,3,3,3,3,3,3
26058,0,0,0,0,0,0,0,0
26059,5,5,5,5,5,5,5,5
26060,4,4,4,4,4,4,4,4
26061,3,3,3,3,3,3,3,3
26062,7,7,7,7,7,7,7,7
26063,8,8,8,8,8,8,8,8
26064,3,3,3,3,3,3,3,3
26065,5,5,5,5,5,5,5,5
26066,8,8,8,8,8,8,8,8
26067,8,8,8,8,8,8,8,8
26068,1,1,1,1,1,1,1,1
26069,7,7,7,7,7,7,7,7
26070,2,2,2,2,2,2,2,2
26071,8,8,8,8,8,8,8,8
26072,1,1,1,1,1,1,1,1
26073,6,6,6,6,6,6,6,6
26074,8,8,8,8,8,8,8,8
26075,3,3,3,3,3,3,3,3
26076,0,0,0,0,0,0,0,0
26077,7,7,7,7,7,7,7,7
26078,4,4,4,4,4,4,4,4
26079,0,7,0,0,0,0,7,7
26080,8,8,8,8,8,8,8,8
26081,5,3,3,5,5,3,3,3
26082,0,0,0,0,0,0,0,0
26083,7,7,7,7,7,7,7,7
26084,6,6,6,6,6,6,6,6
26085,2,2,2,2,2,2,2,2
26086,5,5,5,5,5,5,5,5
26087,7,7,7,7,7,7,7,7
26088,7,7,7,7,7,7,7,7
26089,9,9,9,9,9,9,9,9
26090,8,8,8,8,8,8,8,8
26091,7,7,7,7,7,7,7,7
26092,2,2,2,2,2,2,2,2
26093,8,8,8,8,8,8,8,8
26094,8,8,8,8,8,8,8,8
26095,8,8,8,8,8,8,8,8
26096,2,2,2,2,2,2,2,2
26097,3,3,3,3,3,3,3,3
26098,1,1,1,1,1,1,1,1
26099,2,2,2,2,2,2,2,2
26100,1,1,1,1,1,1,1,1
26101,2,2,2,2,2,2,2,3
26102,3,3,3,3,3,3,3,3
26103,0,0,0,0,0,0,0,0
26104,0,0,0,0,0,0,0,0
26105,1,1,1,1,1,1,1,1
26106,1,1,1,1,1,1,1,1
26107,1,1,1,1,1,1,1,1
26108,6,6,6,6,6,6,6,6
26109,3,3,3,3,3,3,3,3
26110,3,3,3,3,3,3,3,3
26111,5,5,5,5,5,5,5,5
26112,9,9,9,9,9,9,9,9
26113,6,6,6,6,6,6,6,6
26114,1,1,1,1,1,1,1,1
26115,3,3,3,3,3,3,3,3
26116,1,1,1,1,1,1,1,1
26117,4,4,4,4,4,4,4,4
26118,4,4,4,4,4,4,3,3
26119,7,7,7,7,7,7,5,5
26120,2,2,2,2,2,2,2,2
26121,2,2,2,2,2,2,6,6
26122,7,7,7,7,7,7,3,3
26123,1,1,1,1,1,1,1,1
26124,4,4,4,4,4,4,4,4
26125,8,8,8,8,8,8,8,8
26126,9,1,9,9,9,9,0,0
26127,0,0,0,0,0,0,0,0
26128,2,2,2,2,2,2,2,2
26129,2,2,2,2,2,2,2,2
26130,0,0,0,0,0,0,0,0
26131,4,4,4,4,4,4,4,4
26132,5,5,5,5,5,5,5,5
26133,6,6,6,6,6,6,6,6
26134,5,5,5,5,5,5,5,5
26135,9,9,9,9,9,9,9,9
26136,6,6,6,6,6,6,6,6
26137,5,5,5,5,5,5,5,5
26138,9,9,9,9,9,9,9,9
26139,7,7,7,7,7,7,7,7
26140,9,9,9,9,9,9,9,9
26141,8,8,8,8,8,8,8,8
26142,2,6,2,2,2,2,2,6
26143,3,3,3,3,3,3,3,3
26144,1,1,1,1,1,1,1,1
26145,1,1,1,1,1,1,1,1
26146,2,2,2,2,2,2,2,2
26147,0,0,0,0,0,0,0,0
26148,4,4,4,4,4,4,4,4
26149,6,0,6,6,6,6,6,3
26150,1,1,1,1,1,1,1,1
26151,7,7,7,7,7,7,7,7
26152,6,6,6,6,6,6,6,6
26153,0,0,0,0,0,0,0,0
26154,1,1,1,1,1,1,1,1
26155,1,1,1,1,1,1,1,1
26156,5,5,5,5,5,5,5,5
26157,2,2,2,2,2,2,2,2
26158,8,8,8,8,8,8,8,8
26159,7,7,7,7,7,7,7,7
26160,4,4,4,4,4,4,4,4
26161,2,2,2,2,2,2,2,2
26162,9,9,9,9,9,9,9,9
26163,8,8,8,8,8,8,8,8
26164,5,5,5,5,5,5,5,5
26165,2,2,2,2,2,2,2,2
26166,9,9,9,9,9,9,9,9
26167,2,2,2,2,2,2,2,2
26168,2,2,2,2,2,2,2,2
26169,5,5,5,5,5,5,5,5
26170,2,2,2,2,2,2,2,2
26171,5,5,5,5,5,5,5,5
26172,1,1,1,1,1,1,1,1
26173,3,3,3,3,3,3,3,3
26174,1,1,1,1,1,1,1,1
26175,2,2,2,2,2,2,2,2
26176,8,8,8,8,8,8,8,8
26177,2,2,2,2,2,2,2,2
26178,4,4,4,4,4,4,4,4
26179,3,3,3,3,3,3,3,3
26180,1,1,1,1,1,1,1,1
26181,4,4,4,4,4,4,4,4
26182,7,7,7,7,7,7,7,7
26183,9,9,9,9,9,9,9,9
26184,3,3,3,3,3,3,3,3
26185,4,4,4,4,4,4,4,4
26186,6,6,6,6,6,6,6,3
26187,1,1,1,1,1,1,1,1
26188,0,0,0,0,0,0,0,0
26189,0,0,0,0,0,0,0,0
26190,8,8,8,8,8,8,8,8
26191,0,0,0,0,0,0,0,0
26192,4,6,6,4,4,6,6,6
26193,2,2,2,2,2,2,2,2
26194,0,0,0,0,0,0,9,9
26195,9,9,9,9,9,9,9,9
26196,7,7,7,7,7,7,7,7
26197,5,5,5,5,5,5,5,5
26198,9,9,9,9,9,9,9,9
26199,1,8,1,1,1,1,8,8
26200,5,5,3,5,5,5,3,3
26201,6,6,6,6,6,6,6,6
26202,4,4,4,4,4,4,4,4
26203,4,4,4,4,4,4,4,4
26204,5,5,5,5,5,5,5,5
26205,0,0,0,0,0,0,0,0
26206,1,1,1,1,1,1,0,3
26207,6,6,6,6,6,6,6,6
26208,9,9,9,9,9,9,9,9
26209,8,8,8,8,8,8,8,8
26210,4,4,4,4,4,4,6,6
26211,7,2,7,7,7,7,3,3
26212,5,5,5,5,5,5,3,3
26213,5,5,5,5,5,5,5,5
26214,4,4,4,4,4,4,4,4
26215,9,9,9,9,9,9,9,9
26216,4,4,4,4,4,4,4,4
26217,0,0,0,0,0,0,0,0
26218,4,4,4,4,4,4,4,4
26219,1,1,1,1,1,1,1,1
26220,3,5,5,3,3,5,5,5
26221,4,4,4,4,4,4,4,4
26222,4,4,4,4,4,4,4,4
26223,7,7,7,7,7,7,7,7
26224,5,5,5,5,5,5,5,5
26225,4,4,4,4,4,4,4,4
26226,9,9,9,9,9,9,9,9
26227,6,6,6,6,6,6,6,6
26228,2,2,2,2,2,2,3,3
26229,6,6,6,6,6,6,6,6
26230,6,6,6,6,6,6,6,6
26231,6,6,6,6,6,6,6,6
26232,3,3,3,3,3,3,3,3
26233,3,3,3,3,3,3,3,3
26234,0,0,0,0,0,0,0,0
26235,2,2,2,2,2,2,2,2
26236,2,2,2,2,2,2,2,2
26237,8,8,8,8,8,8,8,8
26238,5,5,5,5,5,5,3,3
26239,0,0,0,0,0,0,0,0
26240,3,3,3,3,3,3,3,3
26241,5,5,5,5,5,5,5,5
26242,3,3,3,3,3,3,3,3
26243,2,2,2,2,2,2,0,2
26244,5,5,5,5,5,5,5,5
26245,1,1,1,1,1,1,1,1
26246,9,9,9,9,9,9,9,9
26247,1,1,1,1,1,1,1,1
26248,1,1,1,1,1,1,1,1
26249,4,4,4,4,4,4,4,4
26250,3,3,3,3,3,3,3,3
26251,1,9,9,1,1,9,9,9
26252,5,5,5,5,5,5,5,5
26253,3,0,3,3,3,3,0,0
26254,7,7,7,7,7,7,7,7
26255,9,9,9,9,9,9,9,9
26256,6,6,6,6,6,6,6,6
26257,8,8,8,8,8,8,8,8
26258,7,7,7,7,7,7,7,7
26259,2,2,2,2,2,2,2,2
26260,9,9,9,9,9,9,9,9
26261,3,3,3,3,3,3,3,3
26262,0,0,0,0,0,0,0,0
26263,8,8,8,8,8,8,0,3
26264,7,7,7,7,7,7,7,7
26265,3,3,3,3,3,3,3,3
26266,1,1,1,1,1,1,1,1
26267,0,0,0,0,0,0,0,0
26268,2,2,2,2,2,2,0,2
26269,3,3,3,3,3,3,3,3
26270,6,6,6,6,6,6,6,6
26271,8,8,8,8,8,8,8,8
26272,0,0,0,0,0,0,0,0
26273,1,1,1,1,1,1,1,1
26274,0,0,0,0,0,0,0,0
26275,2,2,2,2,2,2,2,2
26276,9,9,9,9,9,9,9,9
26277,9,9,9,9,9,9,9,9
26278,5,5,5,5,5,5,5,5
26279,7,7,7,7,7,7,0,0
26280,0,0,0,0,0,0,0,0
26281,1,1,1,1,1,1,1,1
26282,0,0,0,0,0,0,0,0
26283,3,3,3,3,3,3,3,3
26284,8,8,8,8,8,8,8,8
26285,6,6,6,6,6,6,6,6
26286,8,8,8,8,8,8,8,8
26287,4,4,4,4,4,4,4,4
26288,9,9,9,9,9,9,9,9
26289,7,7,7,7,7,7,7,7
26290,8,8,8,8,8,8,8,8
26291,2,2,2,2,2,2,2,2
26292,4,4,4,4,4,4,4,4
26293,9,9,9,9,9,9,9,9
26294,2,2,2,2,2,2,6,2
26295,8,8,8,8,8,8,8,8
26296,2,2,2,2,2,2,2,3
26297,0,0,0,0,0,0,0,0
26298,9,9,9,9,9,9,8,8
26299,7,7,7,7,7,7,7,5
26300,8,8,8,8,8,8,8,8
26301,2,2,2,2,2,2,2,2
26302,6,6,6,6,6,6,6,6
26303,1,1,1,1,1,1,1,1
